Link,Total_Clicks,Unique_Clicks,Net_CTR,Name,LinkPlacement,Date,PctUniqueClicks,PctTotalClicks,DeliverabilityRate,Job ID,Date/Time Sent,Status,Emails Sent,Unique Click-Through Rate,Open Rate,Deliverability Rate
http://click.e-usm.maine.edu/profile_center.aspx?s=%%ex2;subscriberid%%&mid=%%ex2;MemberID%%&j=fec213797361067d&l=%%ex2;listid%%&jb=%%ex2;_JobSubscriberBatchID%%&ju=%%ex2;joburlid%%,0,0,0,FY20 Adult App Gen - Email 05,20,NA,NA,NA,NA,796520,01/14/2020 18:01,Complete,1320,0.021,0.185,0.992
https://www.facebook.com/USouthernMaine,0,0,0,FY20 Adult App Gen - Email 05,21,NA,NA,NA,NA,796520,01/14/2020 18:01,Complete,1320,0.021,0.185,0.992
https://twitter.com/USouthernMaine,0,0,0,FY20 Adult App Gen - Email 05,22,NA,NA,NA,NA,796520,01/14/2020 18:01,Complete,1320,0.021,0.185,0.992
https://www.instagram.com/USouthernMaine,0,0,0,FY20 Adult App Gen - Email 05,23,NA,NA,NA,NA,796520,01/14/2020 18:01,Complete,1320,0.021,0.185,0.992
https://usm.maine.edu/apply,9,8,0.006,FY20 Adult App Gen - Email 06,1,NA,NA,NA,NA,839783,02/11/2020 18:01,Complete,1340,0.009,0.123,0.993
https://usm.maine.edu/office-of-admissions/video-claire-owens,2,2,0.002,FY20 Adult App Gen - Email 06,2,NA,NA,NA,NA,839783,02/11/2020 18:01,Complete,1340,0.009,0.123,0.993
https://usm.maine.edu/office-of-admissions/location-and-hours,2,2,0.002,FY20 Adult App Gen - Email 06,3,NA,NA,NA,NA,839783,02/11/2020 18:01,Complete,1340,0.009,0.123,0.993
https://usm.maine.edu/visit#virtualtour,1,1,0.001,FY20 Adult App Gen - Email 06,4,NA,NA,NA,NA,839783,02/11/2020 18:01,Complete,1340,0.009,0.123,0.993
http://usm.maine.edu/undergraduate,1,1,0.001,FY20 Adult App Gen - Email 06,5,NA,NA,NA,NA,839783,02/11/2020 18:01,Complete,1340,0.009,0.123,0.993
Unsubscribe,4,1,0.001,FY20 Adult App Gen - Email 06,6,NA,NA,NA,NA,839783,02/11/2020 18:01,Complete,1340,0.009,0.123,0.993
https://usm.maine.edu/undergraduate,0,0,0,FY20 Adult App Gen - Email 06,7,NA,NA,NA,NA,839783,02/11/2020 18:01,Complete,1340,0.009,0.123,0.993
